SessionID,UserID,Timestamp,PageType,DeviceType,Country,ReferralSource,TimeOnPage_seconds,ItemsInCart,Purchased
session_643,user_1803,11-02-2025 14:16,cart,Tablet,UK,Social Media,124,5,1
session_643,user_1803,11-02-2025 14:18,checkout,Tablet,UK,Social Media,139,5,1
session_643,user_1803,11-02-2025 14:21,confirmation,Tablet,UK,Social Media,178,0,1
session_644,user_1847,21-03-2025 03:28,home,Tablet,France,Direct,115,0,0
session_644,user_1847,21-03-2025 03:30,product_page,Tablet,France,Direct,133,4,0
session_644,user_1847,21-03-2025 03:31,cart,Tablet,France,Direct,69,4,0
session_645,user_2698,27-01-2025 11:36,home,Tablet,UK,Direct,67,0,0
session_645,user_2698,27-01-2025 11:38,product_page,Tablet,UK,Direct,122,2,0
session_646,user_2882,20-06-2025 00:44,home,Mobile,India,Google,29,0,0
session_647,user_1043,03-08-2025 09:49,home,Desktop,Australia,Email,97,0,0
session_647,user_1043,03-08-2025 09:52,product_page,Desktop,Australia,Email,175,4,0
session_648,user_2306,05-06-2025 07:24,home,Mobile,Germany,Direct,111,0,1
session_648,user_2306,05-06-2025 07:26,product_page,Mobile,Germany,Direct,74,0,1
session_648,user_2306,05-06-2025 07:27,cart,Mobile,Germany,Direct,67,4,1
session_648,user_2306,05-06-2025 07:30,checkout,Mobile,Germany,Direct,180,4,1
session_648,user_2306,05-06-2025 07:31,confirmation,Mobile,Germany,Direct,108,0,1
session_649,user_2804,23-04-2025 13:30,home,Tablet,Australia,Google,95,0,0
session_649,user_2804,23-04-2025 13:32,product_page,Tablet,Australia,Google,76,0,0
session_650,user_2292,27-07-2025 20:05,home,Desktop,USA,Email,69,0,0
session_651,user_2234,25-04-2025 02:57,home,Tablet,USA,Social Media,104,0,0
session_652,user_2388,11-05-2025 20:10,home,Mobile,USA,Social Media,128,0,0
session_652,user_2388,11-05-2025 20:11,product_page,Mobile,USA,Social Media,15,2,0
session_653,user_1137,14-04-2025 04:07,home,Desktop,USA,Social Media,43,0,1
session_653,user_1137,14-04-2025 04:10,product_page,Desktop,USA,Social Media,147,3,1
session_653,user_1137,14-04-2025 04:10,cart,Desktop,USA,Social Media,20,3,1
session_653,user_1137,14-04-2025 04:11,checkout,Desktop,USA,Social Media,69,3,1
session_653,user_1137,14-04-2025 04:13,confirmation,Desktop,USA,Social Media,81,0,1
session_654,user_1628,10-08-2025 02:09,home,Tablet,France,Social Media,153,0,0
session_654,user_1628,10-08-2025 02:10,product_page,Tablet,France,Social Media,55,0,0
session_655,user_2063,23-01-2025 20:26,home,Mobile,USA,Social Media,123,0,0
session_655,user_2063,23-01-2025 20:29,product_page,Mobile,USA,Social Media,170,5,0
session_656,user_2188,08-06-2025 23:43,home,Tablet,UK,Google,30,0,0
session_657,user_2528,06-05-2025 16:16,home,Mobile,India,Email,21,0,0
session_658,user_1591,25-02-2025 09:58,home,Tablet,France,Direct,34,0,0
session_658,user_1591,25-02-2025 09:59,product_page,Tablet,France,Direct,96,0,0
session_659,user_2502,29-03-2025 03:03,home,Mobile,Australia,Social Media,88,0,0
session_659,user_2502,29-03-2025 03:06,product_page,Mobile,Australia,Social Media,141,1,0
session_659,user_2502,29-03-2025 03:09,cart,Mobile,Australia,Social Media,172,1,0
session_660,user_1996,07-03-2025 17:21,home,Mobile,Canada,Google,152,0,1
session_660,user_1996,07-03-2025 17:24,product_page,Mobile,Canada,Google,168,0,1
session_660,user_1996,07-03-2025 17:27,cart,Mobile,Canada,Google,163,1,1
session_660,user_1996,07-03-2025 17:30,checkout,Mobile,Canada,Google,151,1,1
session_660,user_1996,07-03-2025 17:31,confirmation,Mobile,Canada,Google,113,0,1
session_661,user_1642,24-06-2025 05:51,home,Mobile,Germany,Social Media,171,0,0
session_662,user_2704,13-01-2025 14:38,home,Desktop,India,Google,148,0,1
session_662,user_2704,13-01-2025 14:40,product_page,Desktop,India,Google,107,5,1
session_662,user_2704,13-01-2025 14:43,cart,Desktop,India,Google,165,5,1
session_662,user_2704,13-01-2025 14:45,checkout,Desktop,India,Google,134,5,1
session_662,user_2704,13-01-2025 14:47,confirmation,Desktop,India,Google,148,0,1
session_663,user_2840,09-05-2025 15:26,home,Desktop,Canada,Direct,23,0,0
session_663,user_2840,09-05-2025 15:27,product_page,Desktop,Canada,Direct,89,5,0
session_663,user_2840,09-05-2025 15:29,cart,Desktop,Canada,Direct,105,5,0
session_664,user_2789,24-04-2025 15:10,home,Desktop,France,Email,101,0,0
session_664,user_2789,24-04-2025 15:13,product_page,Desktop,France,Email,149,0,0
session_665,user_2317,03-02-2025 10:35,home,Desktop,USA,Social Media,107,0,0
session_666,user_2035,16-08-2025 03:40,home,Mobile,France,Google,26,0,0
session_667,user_1675,16-02-2025 02:24,home,Desktop,Canada,Google,27,0,0
session_667,user_1675,16-02-2025 02:25,product_page,Desktop,Canada,Google,66,5,0
session_667,user_1675,16-02-2025 02:26,cart,Desktop,Canada,Google,84,5,0
session_668,user_2261,29-07-2025 01:09,home,Tablet,Canada,Google,81,0,0
session_668,user_2261,29-07-2025 01:12,product_page,Tablet,Canada,Google,161,0,0
session_669,user_2369,31-08-2025 23:03,home,Desktop,Australia,Social Media,109,0,0
session_669,user_2369,31-08-2025 23:06,product_page,Desktop,Australia,Social Media,180,4,0
session_669,user_2369,31-08-2025 23:06,cart,Desktop,Australia,Social Media,53,4,0
session_670,user_1932,28-08-2025 02:05,home,Mobile,India,Email,152,0,1
session_670,user_1932,28-08-2025 02:07,product_page,Mobile,India,Email,117,0,1
session_670,user_1932,28-08-2025 02:08,cart,Mobile,India,Email,60,0,1
session_670,user_1932,28-08-2025 02:11,checkout,Mobile,India,Email,171,2,1
session_670,user_1932,28-08-2025 02:12,confirmation,Mobile,India,Email,92,0,1
session_671,user_1659,25-05-2025 23:47,home,Desktop,UK,Direct,16,0,0
session_672,user_2677,04-02-2025 23:16,home,Tablet,India,Social Media,39,0,0
session_672,user_2677,04-02-2025 23:18,product_page,Tablet,India,Social Media,104,0,0
session_673,user_1688,21-03-2025 12:18,home,Desktop,USA,Social Media,166,0,0
session_673,user_1688,21-03-2025 12:18,product_page,Desktop,USA,Social Media,18,0,0
session_674,user_2324,30-03-2025 19:04,home,Mobile,India,Social Media,131,0,1
session_674,user_2324,30-03-2025 19:05,product_page,Mobile,India,Social Media,35,0,1
session_674,user_2324,30-03-2025 19:06,cart,Mobile,India,Social Media,79,1,1
session_674,user_2324,30-03-2025 19:06,checkout,Mobile,India,Social Media,18,1,1
session_674,user_2324,30-03-2025 19:08,confirmation,Mobile,India,Social Media,77,0,1
session_675,user_2856,09-07-2025 22:56,home,Desktop,UK,Social Media,139,0,0
session_676,user_1942,03-08-2025 09:59,home,Mobile,Canada,Google,57,0,1
session_676,user_1942,03-08-2025 10:00,product_page,Mobile,Canada,Google,32,4,1
session_676,user_1942,03-08-2025 10:01,cart,Mobile,Canada,Google,64,4,1
session_676,user_1942,03-08-2025 10:03,checkout,Mobile,Canada,Google,155,4,1
session_676,user_1942,03-08-2025 10:05,confirmation,Mobile,Canada,Google,106,0,1
session_677,user_1401,19-01-2025 19:01,home,Tablet,Germany,Social Media,130,0,0
session_677,user_1401,19-01-2025 19:04,product_page,Tablet,Germany,Social Media,177,2,0
session_678,user_1065,18-01-2025 23:01,home,Tablet,UK,Direct,27,0,0
session_679,user_2895,07-06-2025 17:29,home,Tablet,Australia,Social Media,114,0,1
session_679,user_2895,07-06-2025 17:31,product_page,Tablet,Australia,Social Media,77,3,1
session_679,user_2895,07-06-2025 17:32,cart,Tablet,Australia,Social Media,83,3,1
session_679,user_2895,07-06-2025 17:33,checkout,Tablet,Australia,Social Media,70,3,1
session_679,user_2895,07-06-2025 17:36,confirmation,Tablet,Australia,Social Media,145,0,1
session_680,user_1596,24-01-2025 08:32,home,Tablet,USA,Email,93,0,0
session_680,user_1596,24-01-2025 08:34,product_page,Tablet,USA,Email,115,0,0
session_681,user_1884,21-03-2025 23:36,home,Tablet,Australia,Google,153,0,1
session_681,user_1884,21-03-2025 23:37,product_page,Tablet,Australia,Google,42,0,1
session_681,user_1884,21-03-2025 23:38,cart,Tablet,Australia,Google,103,4,1
session_681,user_1884,21-03-2025 23:39,checkout,Tablet,Australia,Google,15,4,1
session_681,user_1884,21-03-2025 23:41,confirmation,Tablet,Australia,Google,147,0,1
session_682,user_2951,19-05-2025 13:25,home,Tablet,India,Email,147,0,0
session_683,user_1103,09-01-2025 00:30,home,Tablet,Australia,Google,153,0,0
session_684,user_2526,04-08-2025 04:37,home,Mobile,Canada,Email,88,0,0
session_684,user_2526,04-08-2025 04:40,product_page,Mobile,Canada,Email,161,1,0
session_685,user_1966,19-08-2025 22:01,home,Desktop,UK,Google,120,0,0
session_685,user_1966,19-08-2025 22:03,product_page,Desktop,UK,Google,123,4,0
session_686,user_1239,25-07-2025 15:53,home,Tablet,UK,Direct,123,0,1
session_686,user_1239,25-07-2025 15:54,product_page,Tablet,UK,Direct,32,5,1
session_686,user_1239,25-07-2025 15:56,cart,Tablet,UK,Direct,158,5,1
session_686,user_1239,25-07-2025 15:57,checkout,Tablet,UK,Direct,61,5,1
session_686,user_1239,25-07-2025 16:00,confirmation,Tablet,UK,Direct,158,0,1
session_687,user_2787,25-03-2025 15:25,home,Desktop,India,Social Media,31,0,0
session_687,user_2787,25-03-2025 15:27,product_page,Desktop,India,Social Media,99,1,0
session_688,user_2437,26-07-2025 13:58,home,Tablet,Germany,Email,42,0,1
session_688,user_2437,26-07-2025 14:01,product_page,Tablet,Germany,Email,176,0,1
session_688,user_2437,26-07-2025 14:03,cart,Tablet,Germany,Email,147,5,1
session_688,user_2437,26-07-2025 14:06,checkout,Tablet,Germany,Email,170,5,1
session_688,user_2437,26-07-2025 14:06,confirmation,Tablet,Germany,Email,25,0,1
session_689,user_2332,04-06-2025 16:44,home,Mobile,Germany,Direct,61,0,1
session_689,user_2332,04-06-2025 16:46,product_page,Mobile,Germany,Direct,167,2,1
session_689,user_2332,04-06-2025 16:48,cart,Mobile,Germany,Direct,97,2,1
session_689,user_2332,04-06-2025 16:49,checkout,Mobile,Germany,Direct,33,2,1
session_689,user_2332,04-06-2025 16:50,confirmation,Mobile,Germany,Direct,57,0,1
session_690,user_2253,16-05-2025 11:30,home,Mobile,UK,Google,171,0,0
session_690,user_2253,16-05-2025 11:32,product_page,Mobile,UK,Google,133,4,0
session_691,user_1367,14-03-2025 02:06,home,Desktop,Australia,Google,128,0,0
session_692,user_2635,26-05-2025 20:41,home,Mobile,Germany,Google,66,0,0
session_692,user_2635,26-05-2025 20:41,product_page,Mobile,Germany,Google,46,2,0
session_692,user_2635,26-05-2025 20:44,cart,Mobile,Germany,Google,167,2,0
session_693,user_1245,01-08-2025 18:09,home,Desktop,Canada,Direct,155,0,0
session_693,user_1245,01-08-2025 18:11,product_page,Desktop,Canada,Direct,99,3,0
session_694,user_1053,14-03-2025 16:13,home,Mobile,USA,Direct,159,0,0
session_695,user_2675,30-03-2025 16:48,home,Mobile,France,Google,67,0,1
session_695,user_2675,30-03-2025 16:49,product_page,Mobile,France,Google,58,0,1
session_695,user_2675,30-03-2025 16:50,cart,Mobile,France,Google,73,0,1
session_695,user_2675,30-03-2025 16:51,checkout,Mobile,France,Google,64,1,1
session_695,user_2675,30-03-2025 16:54,confirmation,Mobile,France,Google,143,0,1
session_696,user_2044,20-01-2025 17:13,home,Mobile,France,Direct,163,0,0
session_696,user_2044,20-01-2025 17:15,product_page,Mobile,France,Direct,95,0,0
session_697,user_2126,10-03-2025 18:07,home,Mobile,Australia,Email,154,0,0
session_697,user_2126,10-03-2025 18:08,product_page,Mobile,Australia,Email,110,5,0
session_698,user_2099,30-07-2025 15:12,home,Tablet,Canada,Direct,104,0,0
session_698,user_2099,30-07-2025 15:14,product_page,Tablet,Canada,Direct,122,0,0
session_699,user_1384,20-04-2025 22:41,home,Tablet,India,Google,29,0,0
session_699,user_1384,20-04-2025 22:42,product_page,Tablet,India,Google,81,0,0
session_700,user_2723,09-04-2025 14:16,home,Desktop,Australia,Social Media,76,0,0
session_700,user_2723,09-04-2025 14:17,product_page,Desktop,Australia,Social Media,65,0,0
session_701,user_2237,19-05-2025 00:04,home,Desktop,UK,Direct,70,0,0
session_701,user_2237,19-05-2025 00:05,product_page,Desktop,UK,Direct,68,0,0
session_702,user_1421,25-06-2025 19:53,home,Mobile,USA,Google,73,0,0
session_702,user_1421,25-06-2025 19:54,product_page,Mobile,USA,Google,50,2,0
session_703,user_1266,21-05-2025 17:00,home,Tablet,France,Social Media,69,0,1
session_703,user_1266,21-05-2025 17:03,product_page,Tablet,France,Social Media,152,0,1
session_703,user_1266,21-05-2025 17:06,cart,Tablet,France,Social Media,153,4,1
session_703,user_1266,21-05-2025 17:06,checkout,Tablet,France,Social Media,55,4,1
session_703,user_1266,21-05-2025 17:09,confirmation,Tablet,France,Social Media,144,0,1
session_704,user_1464,04-01-2025 16:20,home,Mobile,Germany,Direct,84,0,0
session_704,user_1464,04-01-2025 16:21,product_page,Mobile,Germany,Direct,19,5,0
session_705,user_2497,07-07-2025 10:54,home,Mobile,Canada,Social Media,148,0,0
session_706,user_2224,15-02-2025 22:13,home,Mobile,UK,Direct,125,0,1
session_706,user_2224,15-02-2025 22:13,product_page,Mobile,UK,Direct,19,4,1
session_706,user_2224,15-02-2025 22:14,cart,Mobile,UK,Direct,84,4,1
session_706,user_2224,15-02-2025 22:15,checkout,Mobile,UK,Direct,41,4,1
session_706,user_2224,15-02-2025 22:18,confirmation,Mobile,UK,Direct,178,0,1
session_707,user_2389,05-04-2025 15:28,home,Mobile,Australia,Google,114,0,0
session_707,user_2389,05-04-2025 15:30,product_page,Mobile,Australia,Google,149,5,0
session_708,user_1900,04-07-2025 08:37,home,Tablet,France,Social Media,61,0,0
session_709,user_1189,07-07-2025 10:53,home,Tablet,USA,Social Media,124,0,0
session_709,user_1189,07-07-2025 10:54,product_page,Tablet,USA,Social Media,71,5,0
session_710,user_2603,04-04-2025 05:15,home,Tablet,Australia,Email,49,0,0
session_710,user_2603,04-04-2025 05:17,product_page,Tablet,Australia,Email,123,0,0
session_711,user_2968,18-04-2025 23:38,home,Desktop,Canada,Direct,148,0,0
session_712,user_1697,28-07-2025 08:58,home,Desktop,USA,Direct,28,0,0
session_712,user_1697,28-07-2025 08:58,product_page,Desktop,USA,Direct,45,5,0
session_713,user_1407,21-05-2025 19:00,home,Tablet,Germany,Social Media,40,0,0
session_714,user_2004,22-06-2025 00:23,home,Desktop,Germany,Google,112,0,0
session_714,user_2004,22-06-2025 00:25,product_page,Desktop,Germany,Google,87,0,0
session_715,user_2370,06-02-2025 01:44,home,Tablet,Australia,Email,147,0,1
session_715,user_2370,06-02-2025 01:45,product_page,Tablet,Australia,Email,59,5,1
session_715,user_2370,06-02-2025 01:48,cart,Tablet,Australia,Email,174,5,1
session_715,user_2370,06-02-2025 01:50,checkout,Tablet,Australia,Email,109,5,1
session_715,user_2370,06-02-2025 01:51,confirmation,Tablet,Australia,Email,49,0,1
session_716,user_1263,15-06-2025 20:09,home,Desktop,USA,Social Media,69,0,0
session_716,user_1263,15-06-2025 20:10,product_page,Desktop,USA,Social Media,71,5,0
session_717,user_2751,30-01-2025 03:30,home,Desktop,UK,Social Media,164,0,0
session_718,user_1274,09-01-2025 17:56,home,Mobile,Canada,Google,163,0,0
session_719,user_1407,28-06-2025 04:20,home,Tablet,Australia,Google,158,0,0
session_719,user_1407,28-06-2025 04:23,product_page,Tablet,Australia,Google,153,4,0
session_720,user_1085,17-02-2025 14:28,home,Tablet,Germany,Direct,35,0,0
session_720,user_1085,17-02-2025 14:31,product_page,Tablet,Germany,Direct,140,0,0
session_721,user_2304,21-04-2025 02:03,home,Desktop,USA,Direct,170,0,0
session_721,user_2304,21-04-2025 02:04,product_page,Desktop,USA,Direct,58,0,0
session_722,user_2024,17-02-2025 07:19,home,Desktop,Australia,Direct,33,0,0
session_723,user_1857,17-02-2025 14:02,home,Mobile,USA,Social Media,101,0,0
session_723,user_1857,17-02-2025 14:03,product_page,Mobile,USA,Social Media,85,0,0
session_724,user_1491,20-01-2025 11:45,home,Desktop,USA,Email,102,0,0
session_724,user_1491,20-01-2025 11:46,product_page,Desktop,USA,Email,30,2,0
session_724,user_1491,20-01-2025 11:48,cart,Desktop,USA,Email,156,2,0
session_724,user_1491,20-01-2025 11:51,checkout,Desktop,USA,Email,157,2,0
session_725,user_1369,22-04-2025 09:58,home,Mobile,France,Social Media,20,0,1
session_725,user_1369,22-04-2025 10:00,product_page,Mobile,France,Social Media,69,0,1
session_725,user_1369,22-04-2025 10:01,cart,Mobile,France,Social Media,79,5,1
session_725,user_1369,22-04-2025 10:02,checkout,Mobile,France,Social Media,91,5,1
session_725,user_1369,22-04-2025 10:03,confirmation,Mobile,France,Social Media,50,0,1
session_726,user_1392,25-05-2025 12:44,home,Mobile,France,Social Media,30,0,0
session_726,user_1392,25-05-2025 12:47,product_page,Mobile,France,Social Media,170,2,0
session_727,user_2067,22-08-2025 08:42,home,Desktop,USA,Email,84,0,0
session_728,user_1408,25-08-2025 06:53,home,Mobile,USA,Google,23,0,0
session_728,user_1408,25-08-2025 06:54,product_page,Mobile,USA,Google,61,0,0
session_729,user_2606,30-07-2025 16:39,home,Desktop,Canada,Direct,100,0,0
session_729,user_2606,30-07-2025 16:42,product_page,Desktop,Canada,Direct,171,0,0
session_730,user_1827,15-02-2025 10:57,home,Mobile,Australia,Email,162,0,0
session_731,user_2508,16-08-2025 19:13,home,Tablet,India,Google,58,0,0
session_731,user_2508,16-08-2025 19:14,product_page,Tablet,India,Google,87,0,0
session_732,user_1879,13-04-2025 14:41,home,Desktop,Germany,Email,61,0,0
session_732,user_1879,13-04-2025 14:43,product_page,Desktop,Germany,Email,90,1,0
session_732,user_1879,13-04-2025 14:45,cart,Desktop,Germany,Email,157,1,0
session_733,user_1320,17-04-2025 14:20,home,Tablet,USA,Direct,142,0,0
session_734,user_1777,02-06-2025 07:58,home,Mobile,Canada,Social Media,39,0,0
session_734,user_1777,02-06-2025 08:00,product_page,Mobile,Canada,Social Media,118,5,0
session_734,user_1777,02-06-2025 08:01,cart,Mobile,Canada,Social Media,88,5,0
session_735,user_2226,19-06-2025 21:22,home,Desktop,USA,Direct,160,0,0
session_736,user_2396,20-08-2025 16:02,home,Mobile,France,Social Media,91,0,0
session_736,user_2396,20-08-2025 16:03,product_page,Mobile,France,Social Media,53,2,0
session_737,user_2129,03-06-2025 13:56,home,Desktop,UK,Google,59,0,0
session_738,user_2992,14-08-2025 09:55,home,Desktop,India,Direct,15,0,0
session_738,user_2992,14-08-2025 09:55,product_page,Desktop,India,Direct,46,0,0
session_739,user_2834,11-02-2025 08:11,home,Mobile,India,Google,120,0,0
session_739,user_2834,11-02-2025 08:14,product_page,Mobile,India,Google,170,4,0
session_740,user_2540,01-06-2025 20:06,home,Tablet,India,Email,74,0,0
session_740,user_2540,01-06-2025 20:07,product_page,Tablet,India,Email,23,0,0
session_741,user_1297,29-07-2025 19:22,home,Tablet,UK,Direct,36,0,0
session_742,user_1048,01-06-2025 09:24,home,Mobile,Germany,Email,80,0,0
session_742,user_1048,01-06-2025 09:26,product_page,Mobile,Germany,Email,106,2,0
session_743,user_1929,12-03-2025 07:49,home,Tablet,Australia,Google,174,0,0
session_743,user_1929,12-03-2025 07:52,product_page,Tablet,Australia,Google,156,2,0
session_743,user_1929,12-03-2025 07:54,cart,Tablet,Australia,Google,172,2,0
session_744,user_2548,18-02-2025 23:48,home,Tablet,USA,Direct,67,0,0
session_744,user_2548,18-02-2025 23:49,product_page,Tablet,USA,Direct,83,1,0
session_745,user_2723,31-07-2025 17:27,home,Desktop,Germany,Direct,117,0,0
session_745,user_2723,31-07-2025 17:28,product_page,Desktop,Germany,Direct,96,0,0
session_746,user_1807,10-06-2025 06:55,home,Desktop,India,Direct,118,0,0
session_746,user_1807,10-06-2025 06:56,product_page,Desktop,India,Direct,58,0,0
session_747,user_1330,24-07-2025 16:48,home,Tablet,USA,Google,18,0,0
session_748,user_1793,17-02-2025 13:03,home,Desktop,USA,Email,145,0,0
session_748,user_1793,17-02-2025 13:06,product_page,Desktop,USA,Email,158,3,0
session_748,user_1793,17-02-2025 13:08,cart,Desktop,USA,Email,123,3,0
session_749,user_1946,16-05-2025 23:48,home,Tablet,France,Social Media,62,0,0
session_750,user_2429,25-04-2025 02:13,home,Mobile,Australia,Social Media,140,0,0
session_750,user_2429,25-04-2025 02:15,product_page,Mobile,Australia,Social Media,122,3,0
session_751,user_1042,12-03-2025 16:36,home,Mobile,Australia,Social Media,92,0,0
session_751,user_1042,12-03-2025 16:37,product_page,Mobile,Australia,Social Media,81,0,0
session_752,user_1379,19-03-2025 22:57,home,Desktop,Australia,Google,161,0,0
session_752,user_1379,19-03-2025 22:59,product_page,Desktop,Australia,Google,149,3,0
session_753,user_2443,16-03-2025 08:50,home,Desktop,France,Email,67,0,0
session_753,user_2443,16-03-2025 08:52,product_page,Desktop,France,Email,116,4,0
session_754,user_1273,18-03-2025 12:15,home,Mobile,UK,Google,82,0,0
session_754,user_1273,18-03-2025 12:17,product_page,Mobile,UK,Google,137,0,0
session_754,user_1273,18-03-2025 12:18,cart,Mobile,UK,Google,87,2,0
session_754,user_1273,18-03-2025 12:21,checkout,Mobile,UK,Google,140,2,0
session_755,user_2010,11-03-2025 21:18,home,Mobile,Germany,Social Media,149,0,0
session_755,user_2010,11-03-2025 21:20,product_page,Mobile,Germany,Social Media,120,0,0
session_756,user_1374,05-05-2025 06:25,home,Desktop,France,Social Media,133,0,0
session_756,user_1374,05-05-2025 06:28,product_page,Desktop,France,Social Media,159,3,0
session_757,user_2877,02-07-2025 04:16,home,Desktop,Canada,Google,54,0,0
session_757,user_2877,02-07-2025 04:18,product_page,Desktop,Canada,Google,132,3,0
session_758,user_2012,24-08-2025 13:15,home,Tablet,USA,Social Media,72,0,0
session_759,user_1160,30-05-2025 02:29,home,Mobile,USA,Social Media,83,0,0
session_759,user_1160,30-05-2025 02:30,product_page,Mobile,USA,Social Media,81,2,0
session_759,user_1160,30-05-2025 02:31,cart,Mobile,USA,Social Media,67,2,0
session_760,user_1566,15-06-2025 14:26,home,Mobile,Australia,Email,116,0,0
session_761,user_2357,10-02-2025 23:39,home,Tablet,Australia,Email,144,0,0
session_761,user_2357,10-02-2025 23:42,product_page,Tablet,Australia,Email,161,5,0
session_762,user_1337,08-03-2025 16:05,home,Desktop,Canada,Google,60,0,1
session_762,user_1337,08-03-2025 16:06,product_page,Desktop,Canada,Google,20,4,1
session_762,user_1337,08-03-2025 16:08,cart,Desktop,Canada,Google,169,4,1
session_762,user_1337,08-03-2025 16:10,checkout,Desktop,Canada,Google,120,4,1
session_762,user_1337,08-03-2025 16:11,confirmation,Desktop,Canada,Google,57,0,1
session_763,user_2435,15-04-2025 19:03,home,Desktop,Australia,Direct,164,0,0
session_763,user_2435,15-04-2025 19:05,product_page,Desktop,Australia,Direct,116,4,0
session_764,user_1509,14-01-2025 04:29,home,Mobile,India,Email,157,0,0
session_764,user_1509,14-01-2025 04:31,product_page,Mobile,India,Email,132,0,0
session_765,user_1898,07-05-2025 20:20,home,Desktop,Australia,Social Media,157,0,0
session_765,user_1898,07-05-2025 20:23,product_page,Desktop,Australia,Social Media,176,2,0
session_766,user_2672,19-05-2025 19:46,home,Mobile,Canada,Social Media,112,0,1
session_766,user_2672,19-05-2025 19:47,product_page,Mobile,Canada,Social Media,64,0,1
session_766,user_2672,19-05-2025 19:50,cart,Mobile,Canada,Social Media,170,0,1
session_766,user_2672,19-05-2025 19:53,checkout,Mobile,Canada,Social Media,157,3,1
session_766,user_2672,19-05-2025 19:55,confirmation,Mobile,Canada,Social Media,125,0,1
session_767,user_1266,10-04-2025 08:25,home,Mobile,UK,Direct,16,0,0
session_768,user_1724,29-04-2025 00:20,home,Tablet,Canada,Email,64,0,1
session_768,user_1724,29-04-2025 00:21,product_page,Tablet,Canada,Email,32,4,1
session_768,user_1724,29-04-2025 00:23,cart,Tablet,Canada,Email,178,4,1
session_768,user_1724,29-04-2025 00:24,checkout,Tablet,Canada,Email,53,4,1
session_768,user_1724,29-04-2025 00:27,confirmation,Tablet,Canada,Email,135,0,1
session_769,user_2790,08-05-2025 16:46,home,Desktop,USA,Social Media,54,0,0
session_769,user_2790,08-05-2025 16:46,product_page,Desktop,USA,Social Media,15,2,0
session_770,user_2600,02-04-2025 17:55,home,Tablet,UK,Social Media,126,0,0
session_770,user_2600,02-04-2025 17:58,product_page,Tablet,UK,Social Media,148,0,0
session_770,user_2600,02-04-2025 17:59,cart,Tablet,UK,Social Media,66,3,0
session_771,user_1789,15-06-2025 20:58,home,Tablet,UK,Direct,21,0,1
session_771,user_1789,15-06-2025 21:01,product_page,Tablet,UK,Direct,163,0,1
session_771,user_1789,15-06-2025 21:03,cart,Tablet,UK,Direct,170,0,1
session_771,user_1789,15-06-2025 21:06,checkout,Tablet,UK,Direct,136,1,1
session_771,user_1789,15-06-2025 21:06,confirmation,Tablet,UK,Direct,41,0,1
session_772,user_1154,15-05-2025 23:07,home,Tablet,USA,Google,84,0,1
session_772,user_1154,15-05-2025 23:08,product_page,Tablet,USA,Google,63,3,1
session_772,user_1154,15-05-2025 23:09,cart,Tablet,USA,Google,27,3,1
session_772,user_1154,15-05-2025 23:10,checkout,Tablet,USA,Google,114,3,1
session_772,user_1154,15-05-2025 23:11,confirmation,Tablet,USA,Google,32,0,1
session_773,user_2227,28-06-2025 20:17,home,Tablet,Australia,Social Media,119,0,0
session_774,user_2452,05-01-2025 23:30,home,Tablet,France,Direct,105,0,0
session_774,user_2452,05-01-2025 23:33,product_page,Tablet,France,Direct,180,4,0
session_775,user_1370,16-01-2025 01:59,home,Mobile,Canada,Direct,81,0,0
session_775,user_1370,16-01-2025 02:01,product_page,Mobile,Canada,Direct,109,5,0
session_776,user_1312,26-02-2025 07:44,home,Tablet,India,Social Media,27,0,0
session_776,user_1312,26-02-2025 07:46,product_page,Tablet,India,Social Media,112,0,0
session_776,user_1312,26-02-2025 07:47,cart,Tablet,India,Social Media,111,3,0
session_777,user_2521,18-01-2025 19:15,home,Mobile,India,Direct,147,0,0
session_777,user_2521,18-01-2025 19:16,product_page,Mobile,India,Direct,74,2,0
session_778,user_2040,18-08-2025 07:51,home,Tablet,UK,Social Media,70,0,0
session_778,user_2040,18-08-2025 07:54,product_page,Tablet,UK,Social Media,176,5,0
session_779,user_1718,04-07-2025 01:35,home,Tablet,Germany,Google,164,0,0
session_779,user_1718,04-07-2025 01:37,product_page,Tablet,Germany,Google,113,4,0
session_780,user_2640,04-05-2025 05:39,home,Tablet,Germany,Email,116,0,0
session_780,user_2640,04-05-2025 05:40,product_page,Tablet,Germany,Email,35,1,0
session_780,user_2640,04-05-2025 05:42,cart,Tablet,Germany,Email,141,1,0
session_780,user_2640,04-05-2025 05:43,checkout,Tablet,Germany,Email,33,1,0
session_781,user_1514,25-02-2025 07:08,home,Mobile,Australia,Social Media,54,0,0
session_781,user_1514,25-02-2025 07:10,product_page,Mobile,Australia,Social Media,111,0,0
session_782,user_2083,12-05-2025 16:52,home,Mobile,India,Email,124,0,0
session_783,user_1254,20-08-2025 09:36,home,Desktop,Germany,Direct,130,0,0
session_783,user_1254,20-08-2025 09:37,product_page,Desktop,Germany,Direct,72,3,0
session_784,user_2851,28-06-2025 17:30,home,Tablet,USA,Social Media,117,0,1
session_784,user_2851,28-06-2025 17:32,product_page,Tablet,USA,Social Media,93,0,1
session_784,user_2851,28-06-2025 17:32,cart,Tablet,USA,Social Media,24,0,1
session_784,user_2851,28-06-2025 17:34,checkout,Tablet,USA,Social Media,83,3,1
session_784,user_2851,28-06-2025 17:36,confirmation,Tablet,USA,Social Media,174,0,1
